state,city,signal_type,signal_text,label
Karnataka,Coorg,Tourism,A tourism infrastructure expansion is planned in the Coorg region. following an investment proposal.,1
Karnataka,Tumakuru,Education,A new higher-education campus is being developed on the outskirts of Tumakuru. following regulatory approval.,1
Goa,Vasco da Gama,Industrial,A manufacturing complex is planned on the outskirts of Vasco da Gama. following the acquisition of land.,1
Maharashtra,Mumbai,Small Business,A local café has expanded its operations in Mumbai. as part of its market expansion.,0
Maharashtra,Alibaug,Tourism,A new eco-tourism development is being evaluated near Alibaug. following regulatory approval.,1
Goa,Baga,Entertainment,A cinema chain has announced a new screen in Baga. as part of its operational expansion.,0
Maharashtra,Chhatrapati Sambhajinagar,Retail,A consumer electronics company has opened a showroom in Chhatrapati Sambhajinagar. following the latest business update.,0
Maharashtra,Thane,Events,A business networking event will take place in Thane. according to the company.,0
Maharashtra,Nagpur,Institutional,An institutional development with multiple buildings has been approved near Nagpur.,1
Karnataka,Bengaluru,Employment,A technology firm plans to recruit additional employees in Bengaluru. following the latest business update.,0
Maharashtra,Pune,Healthcare,A private healthcare group is acquiring land for a new hospital near Pune. after receiving development permission.,1
Goa,Panaji,Employment,A financial company has announced recruitment in Panaji.,0
Karnataka,Mysuru,Senior Living,A retirement community with healthcare and accommodation facilities is proposed in Mysuru.,1
Goa,Anjuna,Technology,A software company has opened a new technology office in Anjuna. following a corporate announcement.,0
Maharashtra,Mumbai,Entertainment,A gaming centre has opened in Mumbai. as part of its regional growth strategy.,0
Karnataka,Hubballi,Corporate,A management consulting company has announced expansion in Hubballi. following a recent launch.,0
Karnataka,Hubballi,Senior Living,A developer has announced a large assisted-living project near Hubballi. after receiving development permission.,1
Maharashtra,Navi Mumbai,Small Business,A local café has expanded its operations in Navi Mumbai. as part of its regional growth strategy.,0
Goa,Morjim,Corporate,A corporate services company has increased its workforce in Morjim.,0
Maharashtra,Pune,Entertainment,A recreational venue has opened in Pune.,0
Karnataka,Bengaluru,Residential,A RERA-registered residential development comprising 300 apartments has been announced in Bengaluru. following an investment proposal.,1
Maharashtra,Lonavala,Entertainment,A recreational venue has opened in Lonavala.,0
Maharashtra,Lonavala,Commercial,A major commercial township has received development approval in Lonavala. after receiving development permission.,1
Goa,Vasco da Gama,Education,A private university has announced a residential campus project in Vasco da Gama. following an investment proposal.,1
Maharashtra,Pune,Corporate,A legal services company has opened a new office in Pune. according to the company announcement.,0
Maharashtra,Navi Mumbai,Commercial,A large shopping and commercial complex is proposed near Navi Mumbai. following an investment proposal.,1
Karnataka,Udupi,Employment,A startup is hiring employees for its Udupi office. according to the company.,0
Karnataka,Mysuru,Residential,A new housing project targeting more than 1200 residents has received preliminary approval in Mysuru.,1
Goa,Margao,Hospitality,Construction approval has been granted for a large tourism resort in Margao. following a new project announcement.,1
Maharashtra,Chhatrapati Sambhajinagar,Institutional,A training and residential facility is proposed near Chhatrapati Sambhajinagar. after receiving development permission.,1
Maharashtra,Mumbai,Events,A music event has been announced in Mumbai. as part of its business expansion.,0
Karnataka,Bengaluru,Senior Living,A developer has announced a large assisted-living project near Bengaluru.,1
Maharashtra,Nagpur,Senior Living,A developer has announced a large assisted-living project near Nagpur. as part of regional infrastructure development.,1
Karnataka,Bengaluru,Transport,A ride-sharing company has expanded services in Bengaluru. following a recent launch.,0
Karnataka,Coorg,Small Business,A local café has expanded its operations in Coorg. according to local reports.,0
Maharashtra,Chhatrapati Sambhajinagar,Commercial,A new business park with multiple commercial buildings is being developed in Chhatrapati Sambhajinagar.,1
Goa,Morjim,Healthcare,A new multi-specialty hospital campus is being developed in Morjim.,1
Karnataka,Manipal,Tourism,A new destination tourism complex is being planned in Manipal. as part of a major private investment.,1
Goa,Margao,Tourism,A tourism developer has announced a large visitor accommodation project near Margao. as part of a major private investment.,1
Karnataka,Udupi,Industrial,Construction approval has been granted for an industrial development in Udupi. as part of regional infrastructure development.,1
Karnataka,Belagavi,Employment,A technology firm plans to recruit additional employees in Belagavi.,0
Goa,Baga,Education,A boarding school campus with residential facilities is proposed near Baga. after receiving preliminary clearance.,1
Goa,Morjim,Small Business,A small fitness studio has opened in Morjim. following a recent launch.,0
Maharashtra,Navi Mumbai,Hospitality,A hotel expansion will add more than 80 rooms and new guest facilities in Navi Mumbai. following an investment proposal.,1
Goa,Mapusa,Institutional,A government-supported campus project has received approval in Mapusa.,1
Karnataka,Bengaluru,Education,A boarding school campus with residential facilities is proposed near Bengaluru. as part of a planned expansion.,1
Karnataka,Mysuru,Small Business,A neighbourhood pharmacy has opened a new branch in Mysuru.,0
Maharashtra,Mumbai,Education,A new university development will accommodate several thousand students in Mumbai. following an investment proposal.,1
Karnataka,Mysuru,Tourism,A tourism infrastructure expansion is planned in the Mysuru region. as part of regional infrastructure development.,1
Maharashtra,Chhatrapati Sambhajinagar,Healthcare,A medical institution has announced construction of a new healthcare complex in Chhatrapati Sambhajinagar. after receiving preliminary clearance.,1
Maharashtra,Alibaug,Commercial,A developer has announced a multi-building commercial project in Alibaug. as part of a planned expansion.,1
Karnataka,Manipal,Tourism,A tourism company is planning a new destination project near Manipal. after receiving development permission.,1
Karnataka,Hubballi,Tourism,A tourism company is planning a new destination project near Hubballi. after receiving preliminary clearance.,1
Karnataka,Udupi,Education,An educational trust has acquired land for a large institutional campus near Udupi. following the acquisition of land.,1
Maharashtra,Mumbai,Corporate,A business services firm has announced hiring in Mumbai.,0
Karnataka,Tumakuru,Education,A university expansion will include new student residences and academic buildings in Tumakuru. as part of a major private investment.,1
Maharashtra,Lonavala,Education,A new higher-education campus is being developed on the outskirts of Lonavala.,1
Maharashtra,Nashik,Employment,A retail company plans to recruit staff in Nashik. as part of its regional growth strategy.,0
Maharashtra,Alibaug,Hospitality,A new business hotel is planned near the commercial district of Alibaug. as part of a planned expansion.,1
Maharashtra,Mumbai,Residential,Construction is expected to begin on a new gated community containing approximately 500 homes near Mumbai.,1
Goa,Margao,Hospitality,"A new hospitality complex with restaurants, accommodation and recreational facilities is planned near Margao. following the acquisition of land.",1
Goa,Candolim,Tourism,A major tourism infrastructure project is proposed near Candolim.,1
Karnataka,Belagavi,Small Business,A restaurant has launched a new location in Belagavi. as part of its regional growth strategy.,0
